epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
75,38280.8,0.62905,1.59411,0.19789,0.28636,0.01031,-0.63301,0.98191,0.97505,0.9919,0.91984,0.92712,0.90404,0.93686,0.84047,0.4929,1.15193,0.06072,0.18101,0.01054,0,0.0078666,0.0026222,0.0078666,0.0026222,0.0078666,0.0026222,0.0078666,0.0026222
76,38736.5,0.61578,1.5517,0.19815,0.28668,0.0101,-0.70981,0.98303,0.97471,0.99195,0.92026,0.92885,0.90333,0.93768,0.84154,0.4917,1.14913,0.06043,0.17975,0.01051,0,0.0075675,0.0025225,0.0075675,0.0025225,0.0075675,0.0025225,0.0075675,0.0025225
77,39192.5,0.6208,1.55861,0.19945,0.28549,0.01023,-0.67883,0.9825,0.97502,0.99205,0.9206,0.92644,0.90686,0.93787,0.84218,0.49055,1.14384,0.06018,0.17983,0.01048,0,0.0072684,0.0024228,0.0072684,0.0024228,0.0072684,0.0024228,0.0072684,0.0024228
78,39648.5,0.62304,1.51378,0.19306,0.27128,0.01043,-0.75627,0.98264,0.97502,0.99198,0.92116,0.92668,0.90522,0.93785,0.843,0.48934,1.13993,0.05995,0.17976,0.01045,0,0.0069693,0.0023231,0.0069693,0.0023231,0.0069693,0.0023231,0.0069693,0.0023231
79,40109.6,0.60679,1.45969,0.19548,0.27316,0.01001,-0.86441,0.98177,0.97591,0.99199,0.92144,0.92759,0.90582,0.93833,0.84381,0.48862,1.13522,0.05968,0.17981,0.01043,0,0.0066702,0.0022234,0.0066702,0.0022234,0.0066702,0.0022234,0.0066702,0.0022234
80,40572,0.61014,1.49676,0.19511,0.28398,0.01006,-0.81572,0.98359,0.97464,0.99197,0.92178,0.92846,0.90629,0.93886,0.84446,0.48786,1.13241,0.05937,0.17959,0.01042,0,0.0063711,0.0021237,0.0063711,0.0021237,0.0063711,0.0021237,0.0063711,0.0021237
81,41033.8,0.60017,1.43541,0.19349,0.27275,0.00997,-0.88507,0.98104,0.97601,0.99193,0.9219,0.9281,0.90697,0.93922,0.84516,0.48741,1.12945,0.05911,0.18006,0.01041,0,0.006072,0.002024,0.006072,0.002024,0.006072,0.002024,0.006072,0.002024
82,41489.4,0.59861,1.40888,0.19437,0.276,0.00984,-1.03095,0.98179,0.97539,0.99192,0.9223,0.92959,0.90687,0.93961,0.84628,0.48707,1.12602,0.05894,0.17922,0.01041,0,0.0057729,0.0019243,0.0057729,0.0019243,0.0057729,0.0019243,0.0057729,0.0019243
83,41947.3,0.59361,1.40736,0.19204,0.26452,0.00975,-1.01834,0.98267,0.97642,0.99197,0.92264,0.92973,0.90706,0.93975,0.84733,0.48652,1.12277,0.05873,0.17718,0.01039,0,0.0054738,0.0018246,0.0054738,0.0018246,0.0054738,0.0018246,0.0054738,0.0018246
84,42406.7,0.60015,1.42675,0.19016,0.26194,0.00984,-0.99616,0.98355,0.97515,0.99196,0.92295,0.93061,0.90646,0.93975,0.8479,0.4861,1.11895,0.05844,0.17707,0.01038,0,0.0051747,0.0017249,0.0051747,0.0017249,0.0051747,0.0017249,0.0051747,0.0017249
85,42865.1,0.58723,1.355,0.18675,0.2715,0.00976,-1.10091,0.98375,0.9763,0.99192,0.92296,0.9277,0.90912,0.93999,0.84855,0.48539,1.11549,0.05805,0.17713,0.01036,0,0.0048756,0.0016252,0.0048756,0.0016252,0.0048756,0.0016252,0.0048756,0.0016252
86,43321.7,0.59368,1.39241,0.1902,0.27234,0.00974,-1.12725,0.98393,0.97532,0.99198,0.9232,0.92868,0.90938,0.94058,0.84908,0.48424,1.11185,0.05777,0.17775,0.01033,0,0.0045765,0.0015255,0.0045765,0.0015255,0.0045765,0.0015255,0.0045765,0.0015255
87,43783.7,0.58162,1.33511,0.18935,0.25724,0.00966,-1.23113,0.9828,0.97593,0.99194,0.9235,0.93047,0.90633,0.94043,0.84949,0.48333,1.10913,0.05742,0.17729,0.01031,0,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
88,44240.1,0.58668,1.37525,0.19001,0.26199,0.00966,-1.18909,0.98282,0.97732,0.99199,0.92424,0.93216,0.9053,0.94066,0.85028,0.48216,1.10549,0.05704,0.17526,0.01028,0,0.0039783,0.0013261,0.0039783,0.0013261,0.0039783,0.0013261,0.0039783,0.0013261
89,44700.7,0.5888,1.39482,0.18933,0.26393,0.00958,-1.23627,0.98194,0.97721,0.99185,0.92455,0.92887,0.90869,0.94091,0.85078,0.48124,1.10214,0.05664,0.17577,0.01026,0,0.0036792,0.0012264,0.0036792,0.0012264,0.0036792,0.0012264,0.0036792,0.0012264
90,45157.4,0.57811,1.34689,0.18744,0.25975,0.00951,-1.24901,0.9827,0.97783,0.99199,0.92507,0.9334,0.90553,0.94137,0.85212,0.48018,1.09873,0.05636,0.1748,0.01023,0,0.0033801,0.0011267,0.0033801,0.0011267,0.0033801,0.0011267,0.0033801,0.0011267
91,45613.1,0.4276,0.78672,0.07671,0.14293,0.00953,-0.92,0.98296,0.97808,0.99204,0.92533,0.93082,0.90875,0.94205,0.85285,0.47948,1.09601,0.05559,0.17443,0.01022,0,0.003081,0.001027,0.003081,0.001027,0.003081,0.001027,0.003081,0.001027
92,46079.4,0.41388,0.75024,0.0694,0.13958,0.00918,-1.03064,0.98179,0.97795,0.99191,0.92575,0.93396,0.90774,0.94241,0.85338,0.47892,1.09301,0.05477,0.17442,0.0102,0,0.0027819,0.0009273,0.0027819,0.0009273,0.0027819,0.0009273,0.0027819,0.0009273
93,46533.2,0.40949,0.74052,0.07093,0.1432,0.00902,-1.11998,0.98172,0.97859,0.99194,0.92612,0.93385,0.90774,0.94263,0.85414,0.47799,1.08999,0.05394,0.17407,0.01018,0,0.0024828,0.0008276,0.0024828,0.0008276,0.0024828,0.0008276,0.0024828,0.0008276
94,46989,0.40284,0.70499,0.06785,0.13904,0.00883,-1.22395,0.98355,0.97706,0.99204,0.92667,0.92456,0.91576,0.94284,0.85527,0.47722,1.08642,0.05305,0.17406,0.01017,0,0.0021837,0.0007279,0.0021837,0.0007279,0.0021837,0.0007279,0.0021837,0.0007279
95,47443.3,0.3927,0.68826,0.06916,0.13301,0.00857,-1.31435,0.98282,0.97821,0.99223,0.9271,0.93205,0.90896,0.94341,0.85654,0.4761,1.08357,0.05221,0.1732,0.01014,0,0.0018846,0.0006282,0.0018846,0.0006282,0.0018846,0.0006282,0.0018846,0.0006282
96,47897.8,0.39475,0.69234,0.0702,0.13467,0.00866,-1.36654,0.98314,0.97821,0.99241,0.92761,0.93275,0.90848,0.94402,0.85735,0.47528,1.08038,0.05133,0.17288,0.01012,0,0.0015855,0.0005285,0.0015855,0.0005285,0.0015855,0.0005285,0.0015855,0.0005285
97,48353.1,0.39134,0.67698,0.06799,0.12969,0.00856,-1.37062,0.98421,0.97699,0.99244,0.9281,0.92503,0.91676,0.94422,0.85808,0.4744,1.07704,0.05046,0.17232,0.0101,0,0.0012864,0.0004288,0.0012864,0.0004288,0.0012864,0.0004288,0.0012864,0.0004288
98,48804.3,0.38721,0.67288,0.06605,0.13017,0.00838,-1.49212,0.98265,0.97872,0.99247,0.92859,0.93421,0.90875,0.94466,0.85885,0.47349,1.07355,0.04965,0.17257,0.01008,0,0.0009873,0.0003291,0.0009873,0.0003291,0.0009873,0.0003291,0.0009873,0.0003291
99,49260.5,0.37871,0.65839,0.06456,0.12656,0.00818,-1.51472,0.98297,0.97859,0.99241,0.92891,0.93555,0.90821,0.94503,0.85962,0.47251,1.06987,0.04883,0.1723,0.01005,0,0.0006882,0.0002294,0.0006882,0.0002294,0.0006882,0.0002294,0.0006882,0.0002294
100,49716.2,0.37871,0.64345,0.06405,0.12498,0.00813,-1.66075,0.9831,0.97883,0.99233,0.92935,0.93627,0.90825,0.94537,0.86034,0.47147,1.06634,0.04801,0.17153,0.01003,0,0.0003891,0.0001297,0.0003891,0.0001297,0.0003891,0.0001297,0.0003891,0.0001297
